movieId,title,genres,cast,crew
95207,Abraham Lincoln: Vampire Hunter,Action,Benjamin Walker,Timur Bekmambetov
2605,Entrapment,Romance,Sean Connery,Jon Amiel
2028,Saving Private Ryan,Drama,Tom Hanks,Steven Spielberg
109850,Need for Speed,Action,Aaron Paul,Scott Waugh
4018,What Women Want,Comedy,Helen Hunt,Nancy Meyers
5218,Ice Age,Animation,Ray Romano,Chris Wedge
6250,Dreamcatcher,Drama,Morgan Freeman,Lawrence Kasdan
98154,Lincoln,History,Daniel Day-Lewis,Steven Spielberg
150,Apollo 13,Drama,Tom Hanks,Ron Howard
2424,You've Got Mail,Comedy,Tom Hanks,Nora Ephron
60756,Step Brothers,Comedy,Will Ferrell,Adam McKay
81537,Due Date,Comedy,Robert Downey Jr.,Todd Phillips
118702,Unbroken,Drama,Jack O'Connell,Angelina Jolie
3827,Space Cowboys,Action,Clint Eastwood,Clint Eastwood
434,Cliffhanger,Action,Sylvester Stallone,Renny Harlin
95,Broken Arrow,Action,John Travolta,John Woo
46974,World Trade Center,Drama,Nicolas Cage,Oliver Stone
7154,Mona Lisa Smile,Drama,Julia Roberts,Mike Newell
2712,Eyes Wide Shut,Mystery,Tom Cruise,Stanley Kubrick
4039,Annie,Comedy,Quvenzhané Wallis,Will Gluck
4871,Focus,Romance,Will Smith,Glenn Ficarra
93326,This Means War,Action,Reese Witherspoon,McG
8985,Blade: Trinity,Science Fiction,Wesley Snipes,David S. Goyer
3441,Red Dawn,Action,Patrick Swayze,John Milius
1810,Primary Colors,Comedy,John Travolta,Mike Nichols
96691,Resident Evil: Retribution,Action,Milla Jovovich,Paul W.S. Anderson
61248,Death Race,Action,Jason Statham,Paul W.S. Anderson
3998,Proof of Life,Action,Meg Ryan,Taylor Hackford
2959,Fight Club,Drama,Edward Norton,David Fincher
49793,We Are Marshall,Drama,Matthew McConaughey,McG
7000,Hudson Hawk,Action,Bruce Willis,Michael Lehmann
3975,Lucky Numbers,Action,John Travolta,Nora Ephron
108689,"I, Frankenstein",Horror,Aaron Eckhart,Stuart Beattie
8341,Oliver Twist,Crime,Barney Clark,Roman Polanski
31221,Elektra,Action,Jennifer Garner,Rob Bowman
113573,Sin City: A Dame to Kill For,Crime,Mickey Rourke,Robert Rodriguez
2906,Random Hearts,Drama,Harrison Ford,Sydney Pollack
1797,Everest,Adventure,Jason Clarke,Baltasar Kormákur
48997,Perfume: The Story of a Murderer,Crime,Ben Whishaw,Tom Tykwer
5481,Austin Powers in Goldmember,Comedy,Mike Myers,Jay Roach
72209,Astro Boy,Animation,Nicolas Cage,David Bowers
480,Jurassic Park,Adventure,Sam Neill,Steven Spielberg
383,Wyatt Earp,Drama,Kevin Costner,Lawrence Kasdan
349,Clear and Present Danger,Action,Harrison Ford,Phillip Noyce
46865,Little Man,Comedy,Marlon Wayans,Keenen Ivory Wayans
3555,U-571,Action,Matthew McConaughey,Jonathan Mostow
4159,3000 Miles to Graceland,Action,Kurt Russell,Demian Lichtenstein
52245,Blades of Glory,Action,Will Ferrell,Josh Gordon
86059,Hop,Animation,Russell Brand,Tim Hill
30825,Meet the Fockers,Comedy,Ben Stiller,Jay Roach
65230,Marley & Me,Comedy,Owen Wilson,David Frankel
51575,Wild Hogs,Action,Tim Allen,Walt Becker
40339,Chicken Little,Animation,Zach Braff,Mark Dindal
112556,Gone Girl,Mystery,Ben Affleck,David Fincher
10,GoldenEye,Adventure,Pierce Brosnan,Martin Campbell
6338,Daddy Day Care,Comedy,Eddie Murphy,Steve Carr
103883,2 Guns,Action,Denzel Washington,Baltasar Kormákur
4386,Cats & Dogs,Comedy,Jeff Goldblum,Lawrence Guterman
5957,Two Weeks Notice,Romance,Sandra Bullock,Marc Lawrence
2294,Antz,Adventure,Woody Allen,Eric Darnell
71668,Couples Retreat,Comedy,Vince Vaughn,Peter Billingsley
1100,Days of Thunder,Adventure,Tom Cruise,Tony Scott
42009,Cheaper by the Dozen 2,Comedy,Steve Martin,Adam Shankman
80551,Eat Pray Love,Drama,Julia Roberts,Ryan Murphy
3173,Any Given Sunday,Drama,Al Pacino,Oliver Stone
8798,Collateral,Drama,Tom Cruise,Michael Mann
8908,Ladder 49,Drama,Joaquin Phoenix,Jay Russell
99112,Jack Reacher,Crime,Tom Cruise,Christopher McQuarrie
2722,Deep Blue Sea,Action,Thomas Jane,Renny Harlin
89470,Contagion,Drama,Matt Damon,Steven Soderbergh
6013,Kangaroo Jack,Comedy,Jerry O'Connell,David McNally
66097,Coraline,Animation,Dakota Fanning,Henry Selick
7445,Man on Fire,Action,Denzel Washington,Tony Scott
7325,Starsky & Hutch,Comedy,Ben Stiller,Todd Phillips
1359,Jingle All the Way,Family,Arnold Schwarzenegger,Brian Levant
7373,Hellboy,Fantasy,Ron Perlman,Guillermo del Toro
96281,ParaNorman,Family,Kodi Smit-McPhee,Sam Fell
7163,Paycheck,Action,Ben Affleck,John Woo
204,Under Siege 2: Dark Territory,Action,Steven Seagal,Geoff Murphy
108188,Jack Ryan: Shadow Recruit,Action,Chris Pine,Kenneth Branagh
51935,Shooter,Action,Mark Wahlberg,Antoine Fuqua
2316,Practical Magic,Drama,Sandra Bullock,Griffin Dunne
108932,The Lego Movie,Adventure,Chris Pratt,Phil Lord
5463,Reign of Fire,Adventure,Christian Bale,Rob Bowman
99728,Gangster Squad,Crime,Josh Brolin,Ruben Fleischer
69436,Year One,Comedy,Jack Black,Harold Ramis
72733,Invictus,Drama,Morgan Freeman,Clint Eastwood
68159,State of Play,Action,Russell Crowe,Kevin Macdonald
67193,Duplicity,Romance,Clive Owen,Tony Gilroy
2498,My Favorite Martian,Comedy,Jeff Daniels,Donald Petrie
72701,Planet 51,Science Fiction,Dwayne Johnson,Jorge Blanco
5944,Star Trek: Nemesis,Science Fiction,Patrick Stewart,Stuart Baird
6873,Intolerable Cruelty,Crime,George Clooney,Joel Coen
96693,Trouble with the Curve,Drama,Clint Eastwood,Robert Lorenz
74156,Edge of Darkness,Crime,Mel Gibson,Martin Campbell
5900,Analyze That,Comedy,Robert De Niro,Harold Ramis
61697,Righteous Kill,Action,Robert De Niro,Jon Avnet
1833,Mercury Rising,Action,Bruce Willis,Harold Becker
3897,Almost Famous,Drama,Kate Hudson,Cameron Crowe
33158,xXx: State of the Union,Action,Ice Cube,Lee Tamahori
299,Priest,Action,Paul Bettany,Scott Stewart
6536,Sinbad: Legend of the Seven Seas,Family,Brad Pitt,Tim Johnson
1590,Event Horizon,Horror,Laurence Fishburne,Paul W.S. Anderson
5127,Dragonfly,Drama,Kevin Costner,Tom Shadyac
48319,Flyboys,Action,James Franco,Tony Bill
3190,Supernova,Horror,James Spader,Walter Hill
109191,Winter's Tale,Drama,Colin Farrell,Akiva Goldsman
60516,Meet Dave,Comedy,Eddie Murphy,Brian Robbins
34143,Dark Water,Drama,Jennifer Connelly,Walter Salles
65685,Inkheart,Adventure,Brendan Fraser,Iain Softley
125914,Mortdecai,Comedy,Johnny Depp,David Koepp
57326,In the Name of the King: A Dungeon Siege Tale,Adventure,Jason Statham,Uwe Boll
6886,Beyond Borders,Drama,Angelina Jolie,Martin Campbell
34536,The Great Raid,Action,Benjamin Bratt,John Dahl
2306,Holy Man,Drama,Eddie Murphy,Stephen Herek
114662,American Sniper,War,Bradley Cooper,Clint Eastwood
36525,Just Like Heaven,Comedy,Reese Witherspoon,Mark Waters
2404,Rambo III,Action,Sylvester Stallone,Peter MacDonald
58839,Leatherheads,Comedy,George Clooney,George Clooney
72919,Did You Hear About the Morgans?,Comedy,Hugh Grant,Marc Lawrence
80363,Resident Evil: Afterlife,Action,Milla Jovovich,Paul W.S. Anderson
92234,Red Tails,Drama,Bryan Cranston,Anthony Hemingway
96616,That's My Boy,Comedy,Adam Sandler,Sean Anders
8968,After the Sunset,Action,Pierce Brosnan,Brett Ratner
92938,Ghost Rider: Spirit of Vengeance,Action,Nicolas Cage,Brian Taylor
4727,Captain Corelli's Mandolin,Drama,Nicolas Cage,John Madden
7376,Walking Tall,Adventure,Dwayne Johnson,Kevin Bray
356,Forrest Gump,Comedy,Tom Hanks,Robert Zemeckis
56176,Alvin and the Chipmunks,Comedy,Jason Lee,Tim Hill
3948,Meet the Parents,Comedy,Ben Stiller,Jay Roach
48,Pocahontas,Adventure,Irene Bedard,Mike Gabriel
2640,Superman,Action,Christopher Reeve,Richard Donner
31685,Hitch,Comedy,Will Smith,Andy Tennant
1588,George of the Jungle,Adventure,Brendan Fraser,Sam Weisman
105504,Captain Phillips,Action,Tom Hanks,Paul Greengrass
76293,Date Night,Comedy,Tina Fey,Shawn Levy
158,Casper,Fantasy,Christina Ricci,Brad Silberling
5943,Maid in Manhattan,Comedy,Jennifer Lopez,Wayne Wang
161,Crimson Tide,Action,Denzel Washington,Tony Scott
37727,Flightplan,Thriller,Jodie Foster,Robert Schwentke
225,Disclosure,Drama,Michael Douglas,Barry Levinson
1835,City of Angels,Drama,Nicolas Cage,Brad Silberling
6874,Kill Bill: Vol. 1,Action,Uma Thurman,Quentin Tarantino
2770,Bowfinger,Comedy,Steve Martin,Frank Oz
7438,Kill Bill: Vol. 2,Action,Uma Thurman,Quentin Tarantino
4673,Tango & Cash,Action,Sylvester Stallone,Andrei Konchalovsky
3258,Death Becomes Her,Fantasy,Meryl Streep,Robert Zemeckis
3624,Shanghai Noon,Adventure,Jackie Chan,Tom Dey
494,Executive Decision,Action,Kurt Russell,Stuart Baird
87483,Mr. Popper's Penguins,Comedy,Jim Carrey,Mark Waters
106240,Free Birds,Animation,Owen Wilson,Jimmy Hayward
1416,Evita,History,Madonna,Alan Parker
2278,Ronin,Action,Robert De Niro,John Frankenheimer
117887,Paddington,Family,Nicole Kidman,Paul King
2676,Instinct,Drama,Anthony Hopkins,Jon Turteltaub
7150,Stuck on You,Comedy,Matt Damon,Bobby Farrelly
58156,Semi-Pro,Comedy,Will Ferrell,Kent Alterman
63062,Changeling,Crime,Angelina Jolie,Clint Eastwood
836,Chain Reaction,Action,Keanu Reeves,Andrew Davis
123107,The Phantom of the Opera,Thriller,Gerard Butler,Joel Schumacher
55274,Elizabeth: The Golden Age,Drama,Cate Blanchett,Shekhar Kapur
6186,Gods and Generals,Drama,Stephen Lang,Ronald F. Maxwell
1427,Turbulence,Action,Ray Liotta,Robert Butler
69304,Imagine That,Comedy,Eddie Murphy,Karey Kirkpatrick
110297,Muppets Most Wanted,Comedy,Ricky Gervais,James Bobin
8782,Thunderbirds,Action,Brady Corbet,Jonathan Frakes
83086,Burlesque,Drama,Cher,Steve Antin
2025,Lolita,Drama,James Mason,Stanley Kubrick
5254,Blade II,Fantasy,Wesley Snipes,Guillermo del Toro
64716,Seven Pounds,Drama,Will Smith,Gabriele Muccino
39231,Elizabethtown,Comedy,Orlando Bloom,Cameron Crowe
45726,"You, Me and Dupree",Comedy,Kate Hudson,Anthony Russo
2641,Superman II,Action,Gene Hackman,Richard Lester
6587,Gigli,Drama,Ben Affleck,Martin Brest
1942,All the King's Men,Drama,Sean Penn,Steven Zaillian
3729,Shaft,Action,Samuel L. Jackson,John Singleton
1688,Anastasia,Animation,Meg Ryan,Gary Goldman
4885,Domestic Disturbance,Mystery,John Travolta,Harold Becker
48783,Flags of Our Fathers,War,Ryan Phillippe,Clint Eastwood
71838,Law Abiding Citizen,Drama,Jamie Foxx,F. Gary Gray
52281,Grindhouse,Thriller,Kurt Russell,Robert Rodriguez
2314,Beloved,Drama,Oprah Winfrey,Jonathan Demme
52724,Lucky You,Drama,Eric Bana,Curtis Hanson
5989,Catch Me If You Can,Drama,Leonardo DiCaprio,Steven Spielberg
98961,Zero Dark Thirty,Thriller,Jessica Chastain,Kathryn Bigelow
60397,Mamma Mia!,Comedy,Meryl Streep,Phyllida Lloyd
74450,Valentine's Day,Comedy,Jessica Alba,Garry Marshall
3174,Man on the Moon,Comedy,Jim Carrey,Miloš Forman
16,Casino,Drama,Robert De Niro,Martin Scorsese
74851,From Paris with Love,Action,John Travolta,Pierre Morel
6294,Bulletproof Monk,Action,Seann William Scott,Paul Hunter
3752,"Me, Myself & Irene",Comedy,Jim Carrey,Bobby Farrelly
49282,Deck the Halls,Comedy,Danny DeVito,John Whitesell
4306,Shrek,Adventure,Mike Myers,Andrew Adamson
1027,Robin Hood: Prince of Thieves,Adventure,Kevin Costner,Kevin Reynolds
1393,Jerry Maguire,Comedy,Tom Cruise,Cameron Crowe
95441,Ted,Comedy,Mark Wahlberg,Seth MacFarlane
1784,As Good as It Gets,Comedy,Jack Nicholson,James L. Brooks
2431,Patch Adams,Comedy,Robin Williams,Tom Shadyac
107348,Anchorman 2: The Legend Continues,Comedy,Will Ferrell,Adam McKay
5449,Mr. Deeds,Comedy,Adam Sandler,Steven Brill
87306,Super 8,Thriller,Joel Courtney,J.J. Abrams
3408,Erin Brockovich,Drama,Julia Roberts,Steven Soderbergh
6155,How to Lose a Guy in 10 Days,Comedy,Kate Hudson,Donald Petrie
112138,22 Jump Street,Crime,Jonah Hill,Phil Lord
64969,Yes Man,Comedy,Jim Carrey,Peyton Reed
2432,Stepmom,Drama,Julia Roberts,Chris Columbus
8580,Into the Woods,Fantasy,Meryl Streep,Rob Marshall
44199,Inside Man,Crime,Denzel Washington,Spike Lee
2490,Payback,Drama,Mel Gibson,Brian Helgeland
160,Congo,Action,Laura Linney,Frank Marshall
91653,We Bought a Zoo,Drama,Matt Damon,Cameron Crowe
67197,Knowing,Action,Nicolas Cage,Alex Proyas
44004,Failure to Launch,Comedy,Matthew McConaughey,Tom Dey
88163,"Crazy, Stupid, Love.",Comedy,Steve Carell,Glenn Ficarra
8978,Christmas with the Kranks,Comedy,Tim Allen,Joe Roth
89492,Moneyball,Drama,Brad Pitt,Bennett Miller
292,Outbreak,Action,Dustin Hoffman,Wolfgang Petersen
8037,Non-Stop,Action,Liam Neeson,Jaume Collet-Serra
70305,Race to Witch Mountain,Adventure,Dwayne Johnson,Andy Fickman
6156,Shanghai Knights,Action,Jackie Chan,David Dobkin
43869,Curious George,Adventure,Will Ferrell,Matthew O'Callaghan
4814,Don't Say a Word,Thriller,Michael Douglas,Gary Fleder
100163,Hansel & Gretel: Witch Hunters,Fantasy,Jeremy Renner,Tommy Wirkola
5364,Unfaithful,Thriller,Richard Gere,Adrian Lyne
85056,I Am Number Four,Action,Alex Pettyfer,D.J. Caruso
40583,Syriana,Drama,George Clooney,Stephen Gaghan
43871,Firewall,Thriller,Harrison Ford,Richard Loncraine
1459,Absolute Power,Crime,Clint Eastwood,Clint Eastwood
1586,G.I. Jane,Action,Demi Moore,Ridley Scott
45081,Silent Hill,Horror,Radha Mitchell,Christophe Gans
111314,Into the Storm,Action,Richard Armitage,Steven Quale
420,Beverly Hills Cop III,Action,Eddie Murphy,John Landis
2004,Gremlins 2: The New Batch,Comedy,Zach Galligan,Joe Dante
8861,Resident Evil: Apocalypse,Horror,Milla Jovovich,Alexander Witt
8969,Bridget Jones: The Edge of Reason,Comedy,Renée Zellweger,Beeban Kidron
6862,Out of Time,Thriller,Denzel Washington,Carl Franklin
7725,On Deadly Ground,Action,Steven Seagal,Steven Seagal
8362,Raising Helen,Drama,Kate Hudson,Garry Marshall
72489,Ninja Assassin,Action,Rain,James McTeigue
2861,For Love of the Game,Drama,Kevin Costner,Sam Raimi
762,Striptease,Drama,Demi Moore,Andrew Bergman
77665,Marmaduke,Family,Owen Wilson,Tom Dey
81512,Hereafter,Drama,Matt Damon,Clint Eastwood
5312,Murder by Numbers,Crime,Sandra Bullock,Barbet Schroeder
23,Assassins,Action,Sylvester Stallone,Richard Donner
50804,Hannibal Rising,Crime,Gaspard Ulliel,Peter Webber
6263,Basic,Action,John Travolta,John McTiernan
5506,Blood Work,Crime,Clint Eastwood,Clint Eastwood
849,Escape from L.A.,Action,Kurt Russell,John Carpenter
274,Man of the House,Comedy,Tommy Lee Jones,Stephen Herek
129937,Run All Night,Action,Liam Neeson,Jaume Collet-Serra
55118,Eastern Promises,Thriller,Naomi Watts,David Cronenberg
37853,Into the Blue,Action,Paul Walker,John Stockwell
87529,Your Highness,Comedy,Danny McBride,David Gordon Green
90578,Dream House,Drama,Daniel Craig,Jim Sheridan
1667,Mad City,Action,John Travolta,Costa-Gavras
5096,Baby's Day Out,Action,Joe Mantegna,Patrick Read Johnson
71,Fair Game,Drama,Naomi Watts,Doug Liman
37382,Domino,Action,Keira Knightley,Tony Scott
132,Jade,Action,David Caruso,William Friedkin
71254,Gamer,Action,Gerard Butler,Brian Taylor
4242,Beautiful Creatures,Fantasy,Alden Ehrenreich,Richard LaGravenese
5265,Death to Smoochy,Comedy,Robin Williams,Danny DeVito
3326,What Planet Are You From?,Comedy,Garry Shandling,Mike Nichols
84942,Drive Angry,Fantasy,Nicolas Cage,Patrick Lussier
66639,Street Fighter: The Legend of Chun-Li,Action,Kristin Kreuk,Andrzej Bartkowiak
4034,Traffic,Thriller,Michael Douglas,Steven Soderbergh
1291,Indiana Jones and the Last Crusade,Adventure,Harrison Ford,Steven Spielberg
1496,Anna Karenina,Drama,Keira Knightley,Joe Wright
120466,Chappie,Crime,Sharlto Copley,Neill Blomkamp
5266,Panic Room,Crime,Jodie Foster,David Fincher
2890,Three Kings,Action,George Clooney,David O. Russell
4728,Rat Race,Adventure,Cuba Gooding Jr.,Jerry Zucker
4874,K-PAX,Drama,Jeff Bridges,Iain Softley
4992,Kate & Leopold,Comedy,Meg Ryan,James Mangold
3968,Bedazzled,Fantasy,Elizabeth Hurley,Harold Ramis
5300,3:10 to Yuma,Western,Russell Crowe,James Mangold
120635,Taken 3,Thriller,Liam Neeson,Olivier Megaton
1912,Out of Sight,Romance,George Clooney,Steven Soderbergh
2616,Dick Tracy,Adventure,Warren Beatty,Warren Beatty
4867,Riding in Cars with Boys,Comedy,Drew Barrymore,Penny Marshall
50149,Happily N'Ever After,Animation,George Carlin,Yvette Kaplan
92,Mary Reilly,Drama,Julia Roberts,Stephen Frears
1569,My Best Friend's Wedding,Comedy,Julia Roberts,P.J. Hogan
4639,America's Sweethearts,Comedy,Julia Roberts,Joe Roth
1889,Insomnia,Crime,Al Pacino,Christopher Nolan
1356,Star Trek: First Contact,Science Fiction,Patrick Stewart,Jonathan Frakes
78467,Jonah Hex,Action,Josh Brolin,Jimmy Hayward
647,Courage Under Fire,Drama,Denzel Washington,Edward Zwick
1485,Liar Liar,Comedy,Jim Carrey,Tom Shadyac
96861,Taken 2,Action,Liam Neeson,Olivier Megaton
6888,Scary Movie 3,Comedy,Pamela Anderson,David Zucker
4025,Miss Congeniality,Comedy,Sandra Bullock,Donald Petrie
6239,Journey to the Center of the Earth,Action,Brendan Fraser,Eric Brevig
3256,Patriot Games,Drama,Harrison Ford,Phillip Noyce
33499,Monster-in-Law,Romance,Jennifer Lopez,Robert Luketic
104879,Prisoners,Drama,Hugh Jackman,Denis Villeneuve
4776,Training Day,Action,Denzel Washington,Antoine Fuqua
3175,Galaxy Quest,Comedy,Tim Allen,Dean Parisot
4388,Scary Movie 2,Comedy,Anna Faris,Keenen Ivory Wayans
2167,Blade,Horror,Wesley Snipes,Stephen Norrington
31225,Coach Carter,Drama,Samuel L. Jackson,Thomas Carter
5293,Changing Lanes,Action,Ben Affleck,Roger Michell
1499,Anaconda,Adventure,Jennifer Lopez,Luis Llosa
3825,Coyote Ugly,Comedy,Piper Perabo,David McNally
6942,Love Actually,Comedy,Keira Knightley,Richard Curtis
4865,From Hell,Horror,Johnny Depp,Albert Hughes
852,Tin Cup,Comedy,Kevin Costner,Ron Shelton
26198,"Yours, Mine and Ours",Comedy,Lucille Ball,Melville Shavelson
33495,Kicking & Screaming,Romance,Will Ferrell,Jesse Dylan
30883,Fat Albert,Comedy,Kenan Thompson,Joel Zwick
55232,Resident Evil: Extinction,Horror,Milla Jovovich,Russell Mulcahy
111617,Blended,Comedy,Drew Barrymore,Frank Coraci
42732,Last Holiday,Adventure,Queen Latifah,Wayne Wang
56956,Savages,Crime,Blake Lively,Oliver Stone
8860,Cellular,Action,Chris Evans,David R. Ellis
6550,Johnny English,Adventure,Rowan Atkinson,Peter Howitt
2021,Dune,Action,Kyle MacLachlan,David Lynch
54190,Across the Universe,Adventure,Evan Rachel Wood,Julie Taymor
65130,Revolutionary Road,Drama,Leonardo DiCaprio,Sam Mendes
43936,16 Blocks,Action,Bruce Willis,Richard Donner
61350,Babylon A.D.,Action,Vin Diesel,Mathieu Kassovitz
719,Multiplicity,Comedy,Michael Keaton,Harold Ramis
70282,Aliens in the Attic,Adventure,Carter Jenkins,John Schultz
4031,All the Pretty Horses,Drama,Matt Damon,Billy Bob Thornton
14,Nixon,History,Anthony Hopkins,Oliver Stone
1762,Deep Rising,Adventure,Treat Williams,Stephen Sommers
61991,Miracle at St. Anna,Drama,Derek Luke,Spike Lee
4868,Bangkok Dangerous,Action,Nicolas Cage,Danny Pang
4774,Big Trouble,Action,Tim Allen,Barry Sonnenfeld
56001,Love in the Time of Cholera,Drama,Javier Bardem,Mike Newell
1055,Shadow Conspiracy,Action,Charlie Sheen,George P. Cosmatos
90522,Johnny English Reborn,Crime,Rowan Atkinson,Oliver Parker
120222,Foodfight!,Animation,Charlie Sheen,Lawrence Kasanoff
97304,Argo,Drama,Ben Affleck,Ben Affleck
1061,Sleepers,Crime,Robert De Niro,Barry Levinson
2402,Rambo: First Blood Part II,Action,Sylvester Stallone,George P. Cosmatos
596,Pinocchio,Animation,Mel Blanc,Ben Sharpsteen
5184,Heaven's Gate,Action,Kris Kristofferson,Michael Cimino
42738,Underworld: Evolution,Fantasy,Kate Beckinsale,Len Wiseman
4019,Finding Forrester,Drama,Sean Connery,Gus Van Sant
3534,28 Days,Comedy,Sandra Bullock,Betty Thomas
79588,Charlie St. Cloud,Drama,Zac Efron,Burr Steers
93510,21 Jump Street,Action,Channing Tatum,Phil Lord
2671,Notting Hill,Romance,Julia Roberts,Roger Michell
3751,Chicken Run,Animation,Mel Gibson,Nick Park
7173,Along Came Polly,Comedy,Ben Stiller,John Hamburg
122,Boomerang,Comedy,Eddie Murphy,Reginald Hudlin
4274,Cleopatra,Drama,Elizabeth Taylor,Joseph L. Mankiewicz
97836,Here Comes the Boom,Comedy,Salma Hayek,Frank Coraci
5282,High Crimes,Drama,Ashley Judd,Carl Franklin
2990,Licence to Kill,Adventure,Timothy Dalton,John Glen
85397,Red Riding Hood,Fantasy,Amanda Seyfried,Catherine Hardwicke
4167,15 Minutes,Action,Robert De Niro,
546,Super Mario Bros.,Adventure,Bob Hoskins,Annabel Jankel
36529,Lord of War,Crime,Nicolas Cage,Andrew Niccol
92264,One for the Money,Action,Katherine Heigl,Julie Anne Robinson
119141,The Interview,Action,James Franco,Seth Rogen
5810,8 Mile,Drama,Eminem,Curtis Hanson
91978,Man on a Ledge,Action,Sam Worthington,Asger Leth
106916,American Hustle,Drama,Christian Bale,David O. Russell
2881,Double Jeopardy,Crime,Tommy Lee Jones,Bruce Beresford
2011,Back to the Future Part II,Adventure,Michael J. Fox,Robert Zemeckis
99699,Lucy,Action,Scarlett Johansson,Luc Besson
125916,Fifty Shades of Grey,Drama,Dakota Johnson,Sam Taylor-Johnson
7161,Cheaper by the Dozen,Comedy,Steve Martin,Shawn Levy
107069,Lone Survivor,Action,Mark Wahlberg,Peter Berg
66203,He's Just Not That Into You,Comedy,Ben Affleck,Ken Kwapis
44972,Scary Movie 4,Comedy,Anna Faris,David Zucker
3273,Scream 3,Horror,David Arquette,Wes Craven
2012,Back to the Future Part III,Adventure,Michael J. Fox,Robert Zemeckis
131013,Get Hard,Comedy,Will Ferrell,Etan Cohen
70293,Julie & Julia,Romance,Meryl Streep,Nora Ephron
116977,Dumb and Dumber To,Comedy,Jim Carrey,Bobby Farrelly
43917,Eight Below,Adventure,Paul Walker,Frank Marshall
8958,Ray,Drama,Jamie Foxx,Taylor Hackford
32587,Sin City,Action,Jessica Alba,Robert Rodriguez
58103,Vantage Point,Drama,Dennis Quaid,Pete Travis
67087,"I Love You, Man",Comedy,Paul Rudd,John Hamburg
4890,Shallow Hal,Comedy,Gwyneth Paltrow,Bobby Farrelly
3386,JFK,Drama,Kevin Costner,Oliver Stone
43558,Big Momma's House 2,Comedy,Martin Lawrence,John Whitesell
68135,17 Again,Comedy,Zac Efron,Burr Steers
4958,Behind Enemy Lines,Action,Owen Wilson,John Moore
78209,Get Him to the Greek,Comedy,Jonah Hill,Nicholas Stoller
8916,Shall We Dance?,Drama,Richard Gere,Peter Chelsom
1920,Small Soldiers,Comedy,Gregory Smith,Joe Dante
1591,Spawn,Action,Michael Jai White,Mark A.Z. Dippé
5064,The Count of Monte Cristo,Action,Jim Caviezel,Kevin Reynolds
51037,Unknown,Action,Liam Neeson,Jaume Collet-Serra
117590,Horrible Bosses 2,Comedy,Jason Bateman,Sean Anders
48304,Apocalypto,Action,Rudy Youngblood,Mel Gibson
79057,Predators,Action,Topher Grace,Nimród Antal
6308,Legal Eagles,Comedy,Robert Redford,Ivan Reitman
7347,Secret Window,Thriller,Johnny Depp,David Koepp
59333,Made of Honor,Comedy,Patrick Dempsey,Paul Weiland
112316,Jersey Boys,Music,Christopher Walken,Clint Eastwood
6952,Gothika,Horror,Halle Berry,Mathieu Kassovitz
1693,Amistad,Drama,Morgan Freeman,Steven Spielberg
2822,Medicine Man,Adventure,Sean Connery,John McTiernan
3824,Autumn in New York,Drama,Richard Gere,Joan Chen
51084,Music and Lyrics,Comedy,Drew Barrymore,Marc Lawrence
84772,Paul,Adventure,Seth Rogen,Greg Mottola
86295,Scream 4,Horror,David Arquette,Wes Craven
2505,8MM,Thriller,Nicolas Cage,Joel Schumacher
112788,Sex Tape,Comedy,Cameron Diaz,Jake Kasdan
3299,Hanging Up,Comedy,Meg Ryan,Diane Keaton
88932,Final Destination 5,Horror,Emma Bell,Steven Quale
2805,Mickey Blue Eyes,Comedy,Hugh Grant,Kelly Makin
3969,Pay It Forward,Drama,Kevin Spacey,Mimi Leder
2962,Fever Pitch,Comedy,Drew Barrymore,Bobby Farrelly
58655,Drillbit Taylor,Comedy,Owen Wilson,Steven Brill
54406,Morning Glory,Comedy,Rachel McAdams,Roger Michell
40574,Get Rich or Die Tryin',Drama,50 Cent,Jim Sheridan
40826,Rent,Drama,Anthony Rapp,Chris Columbus
3857,Bless the Child,Drama,Kim Basinger,Chuck Russell
4155,Sweet November,Drama,Keanu Reeves,Pat O'Connor
8042,Mean Streets,Drama,Harvey Keitel,Martin Scorsese
516,Renaissance Man,Comedy,Danny DeVito,Penny Marshall
89087,Colombiana,Action,Zoe Saldana,Olivier Megaton
1881,Quest for Camelot,Fantasy,Jessalyn Gilsig,Frederik Du Chau
2445,At First Sight,Drama,Val Kilmer,Irwin Winkler
7175,Torque,Action,Martin Henderson,Joseph Kahn
100,City Hall,Drama,Al Pacino,Harold Becker
193,Showgirls,Drama,Elizabeth Berkley,Paul Verhoeven
45880,Marie Antoinette,Drama,Kirsten Dunst,Sofia Coppola
259,Kiss of Death,Action,David Caruso,Barbet Schroeder
3946,Get Carter,Action,Sylvester Stallone,Stephen T. Kay
4123,Ishtar,Action,Warren Beatty,Elaine May
72226,Fantastic Mr. Fox,Adventure,George Clooney,Wes Anderson
5324,Life or Something Like It,Comedy,Angelina Jolie,Stephen Herek
6734,Memoirs of an Invisible Man,Comedy,Chevy Chase,John Carpenter
7453,New York Minute,Comedy,Ashley Olsen,Dennie Gordon
4191,Alfie,Comedy,Jude Law,Charles Shyer
92335,Big Miracle,Adventure,Drew Barrymore,Ken Kwapis
72165,Cirque du Freak: The Vampire's Assistant,Adventure,John C. Reilly,Paul Weitz
6763,Duplex,Action,Ben Stiller,Danny DeVito
63481,Soul Men,Comedy,Samuel L. Jackson,Malcolm D. Lee
3403,Raise the Titanic,Action,M. Emmet Walsh,Jerry Jameson
