title,rating,Sentiment_score,movieId
Eastern Promises,7.6,6.648046497,55118
Easy A,7.0,6.657463481,105211
Eat Pray Love,5.8,5.001068556,80551
Ed and His Dead Mother,6.0,6.125562887,90868
Eden,6.3,7.411537381,1282
Eden Lake,6.7,5.448261922,43908
Edge of Darkness,6.6,6.266347951,74156
Edge of Tomorrow,7.9,7.364729158,111759
Edmond,6.2,4.976059915,47937
Edward Scissorhands,7.9,7.722371605,5941
Eight Below,7.3,6.885976201,43917
Eight Legged Freaks,5.5,4.941068837,809
Election,7.2,6.600461948,674
Elektra,4.7,4.203796449,31221
Elf,7.1,7.227980885,94953
Elizabeth,7.4,6.525623481,55872
Elizabeth: The Golden Age,6.8,6.253884151,55274
Elizabethtown,6.3,4.961921917,39231
Ella Enchanted,6.3,5.447857965,6997
Elling,7.5,7.095532268,4450
Elmer Gantry,7.7,6.942456505,71533
Elsa & Fred,6.5,4.986728188,74595
Elysium,6.6,5.868557468,103253
Emma,8.1,7.326540961,88485
Employee of the Month,5.6,4.782453203,5564
Enchanted,7.1,6.737470268,56152
End of Days,5.8,5.478090939,3113
End of the Spear,6.8,5.851197226,1477
Ender's Game,6.6,5.661537175,106002
Endless Love,6.2,5.563835916,62439
Enemy at the Gates,7.5,6.709356191,4223
Enemy of the State,7.3,6.440688604,2353
Enough,5.8,4.754039511,5387
Enough Said,7.0,6.335341167,3535
Enter Nowhere,6.5,5.938076599,104431
Entrapment,6.3,5.974499696,2605
Envy,4.8,3.638713685,93563
Epic,6.6,6.140252054,102720
Epic Movie,2.4,2.146574353,70159
Equilibrium,7.3,6.651907404,6685
Eragon,5.1,3.065872407,49649
Eraser,6.2,5.572718736,786
Eraserhead,7.3,5.721597189,3676
Erin Brockovich,7.4,7.056760418,3408
Escape Plan,6.7,6.232843255,105653
Escape from Alcatraz,7.6,6.822644045,7259
Escape from L.A.,5.7,4.318592882,849
Escape from New York,7.1,6.668894974,3911
Escape from the Planet of the Apes,6.3,6.081416845,1984
Eternal Sunshine of the Spotless Mind,8.3,7.344577536,61
Eulogy,6.4,5.103077788,57426
EuroTrip,6.6,5.80652201,5673
Evan Almighty,5.4,4.503976515,53993
Eve's Bayou,7.2,6.701317449,99335
Event Horizon,6.6,5.952249549,1590
Everest,7.1,5.977930095,1797
Everybody's Fine,7.1,6.512278602,54787
Everyone Says I Love You,6.7,5.959258708,2264
Everything Must Go,6.4,5.943187736,247
Everything Put Together,6.1,6.150115884,40275
Evita,6.3,5.719620999,1416
Exam,6.7,5.810057762,78349
Executive Decision,6.5,6.019031125,494
Exit Wounds,5.6,5.193800366,2929
Exodus: Gods and Kings,6.0,4.854094565,116887
Exorcist: The Beginning,5.1,4.096142374,8815
Exotica,7.0,6.241499244,931
Extract,6.1,5.128732861,58146
Extraordinary Measures,6.4,5.75733227,377
Extreme Measures,6.2,5.860329085,1003
Extreme Ops,4.4,3.124676311,5880
Eye for an Eye,6.2,5.189332174,57520
Eyes Wide Shut,7.5,6.240438547,2712
F.I.S.T.,6.4,5.962729478,7636
Face/Off,7.3,6.604961112,1573
Facing the Giants,6.5,5.377289654,48711
Factory Girl,6.3,4.96246435,5680
Fahrenheit 9/11,7.5,6.608488776,1090
Failure to Launch,5.7,4.783224286,44004
Fair Game,6.8,6.387823819,71
Falcon Rising,5.8,5.680783958,26528
Family Plot,6.8,5.966883457,5596
Fantasia,7.7,7.27657413,8502
Fantasia 2000,7.1,6.921080962,3159
Fantastic Four,4.3,2.718266897,34150
Fantastic Mr. Fox,7.9,7.123835214,72226
Farce of the Penguins,4.0,2.818280586,56511
Fast Times at Ridgemont High,7.1,6.686825531,357
Faster,6.4,5.730688079,1822
Fat Albert,4.4,3.741207587,30883
"Fat, Sick & Nearly Dead",7.5,7.18204506,899
Feast,6.2,4.850360962,87304
Femme Fatale,6.2,5.385940518,1480
Fetching Cody,6.5,5.567737851,41724
Fever Pitch,6.2,5.578033822,2962
Fiddler on the Roof,8.0,7.247580275,1214
Fido,6.7,5.854401309,89570
Fifty Dead Men Walking,6.8,6.349789428,51569
Fifty Shades of Grey,4.2,2.654028625,125916
Fight Club,8.8,7.918846848,2959
Final Destination,6.7,5.930358815,145
Final Destination 2,6.2,6.029049716,35957
Final Destination 3,5.8,5.145623478,3452
Final Destination 5,5.9,5.532570982,88932
Final Fantasy: The Spirits Within,6.4,5.77683072,4446
Finding Forrester,7.3,6.805504134,4019
Finding Nemo,8.2,7.715830482,6377
Finding Neverland,7.7,7.174141018,50601
Firefox,5.9,5.150204647,95201
Fireproof,6.4,5.321733431,64114
Firewall,5.8,5.269626552,43871
First Knight,6.0,5.154118673,168
"First Love, Last Rites",5.5,4.504761665,2127
Fish Tank,7.3,6.059159343,1034
Flags of Our Fathers,7.1,6.164201622,48783
Flash Gordon,6.5,6.071171749,2496
Flash of Genius,7.0,6.463301029,66015
Flashdance,6.2,5.739976559,3984
Flatliners,6.6,5.803726936,6617
Flawless,6.4,5.993029802,55732
Fled,5.4,4.419229061,3726
Flight,7.3,6.322339743,1959
Flight of the Intruder,5.8,5.312060704,4275
Flight of the Phoenix,6.1,5.034429115,27837
Flightplan,6.3,5.420089436,37727
Flipper,5.3,5.496537939,26973
Flubber,5.3,4.771834331,1702
Flushed Away,6.6,6.310008083,48982
Flyboys,6.5,5.805051798,48319
Flywheel,6.6,5.946580186,93267
Focus,6.6,5.521037633,4871
Foodfight!,1.3,1.770193441,120222
Fool's Gold,5.7,4.965450483,57951
Foolish,4.9,4.692479318,114980
Footloose,6.6,6.415768788,112303
For Love of the Game,6.6,6.252904395,2861
For Your Consideration,6.3,5.444401867,26819
For Your Eyes Only,6.7,6.381559047,106330
Force 10 from Navarone,6.4,5.956937202,5499
Forget Me Not,5.1,3.987306844,88194
Forgetting Sarah Marshall,7.1,6.36828805,8383
Forrest Gump,8.8,7.883327242,356
Fortress,5.9,5.488482267,3596
Forty Shades of Blue,6.1,4.881465152,130069
Four Brothers,6.8,6.404567945,58998
Four Christmases,5.7,5.070985942,64032
Four Lions,7.3,6.335463912,25959
Four Rooms,6.7,5.680046554,49276
Four Weddings and a Funeral,7.1,6.628376804,2378
Frailty,7.2,6.475237493,4233
Frankenweenie,6.9,6.282726995,97172
Freakonomics,6.3,5.242024754,4804
Freaky Deaky,5.7,5.656777803,92841
Freaky Friday,6.3,6.086120125,65802
Freddy vs. Jason,5.7,4.738963831,7369
Free Birds,5.8,5.259478097,106240
Freedom Writers,7.6,6.93115858,97921
Freeheld,6.6,5.977395634,6162
Freeway,6.8,5.757313099,85796
Freeze Frame,6.3,5.746901773,66090
Frenzy,7.4,6.45865622,8056
Frequency,7.4,7.149471668,2699
Friday,7.2,6.794928828,130768
Friday After Next,5.8,4.625000567,80846
Friday the 13th Part 2,6.1,6.266839419,1975
Friday the 13th Part VI: Jason Lives,6.0,5.532345808,1592
Friday the 13th Part VIII: Jason Takes Manhattan,4.5,3.797750328,3029
Friends with Benefits,6.5,5.452141577,6887
Friends with Money,5.8,4.742713154,2580
Fright Night,6.4,5.596978935,8836
From Dusk Till Dawn,7.2,6.017431076,48416
From Hell,6.7,5.838662468,4865
From Here to Eternity,7.6,6.970421205,33817
From Justin to Kelly,1.9,1.811735885,2356
From Paris with Love,6.4,6.069408753,74851
From Russia with Love,7.3,7.054541548,5890
Frost/Nixon,7.6,6.814328648,3536
Frozen,7.4,6.887425213,75395
Fuel,7.4,7.681069226,59126
Full Frontal,4.7,3.280858605,49314
Fun with Dick and Jane,6.2,5.499405357,6519
Funny Ha Ha,6.4,4.703560218,34314
Funny People,6.3,4.900936556,66509
Furry Vengeance,3.9,3.625730907,8866
Fury,7.6,6.080291024,25825
G-Force,5.1,4.014447898,70697
G.I. Jane,6.0,4.790984827,1586
G.I. Joe: Retaliation,5.7,4.235759934,101076
G.I. Joe: The Rise of Cobra,5.7,4.277227761,70336
Galaxina,3.7,3.112100437,4976
Galaxy Quest,7.4,7.507159691,3175
Gamer,5.7,4.610941923,71254
Gandhi,8.0,7.320591172,1923
Gangs of New York,7.5,6.306159879,5956
Gangster Squad,6.7,5.955925158,99728
Garden State,7.4,6.835696154,1611
Gattaca,7.7,7.195649656,1653
Gentleman's Agreement,7.2,6.357361216,7285
Gentlemen Broncos,6.1,5.028198806,610
George Washington,7.8,7.468826331,5258
George and the Dragon,5.6,4.829370054,3145
George of the Jungle,5.5,5.074946776,1588
Georgia Rule,5.9,4.582651002,5729
Gerry,6.0,4.264841662,110322
Get Carter,5.2,4.196861008,3946
Get Hard,6.0,5.062670417,131013
Get Him to the Greek,6.3,5.027908633,78209
Get Over It,5.7,5.355874973,46919
Get Rich or Die Tryin',5.5,3.441160411,40574
Get Shorty,6.9,6.431110815,3510
Get Smart,6.5,5.472011254,60126
Get on Up,6.9,6.435868836,1883
Get on the Bus,6.9,6.382552685,85401
Gettysburg,7.6,6.956810287,991
Ghost,7.1,7.185094808,117871
Ghost Dog: The Way of the Samurai,7.5,6.477203569,80906
Ghost Rider,5.3,4.635713762,51077
Ghost Rider: Spirit of Vengeance,4.3,3.663917191,92938
Ghost Ship,5.6,4.911276922,63876
Ghost Town,6.7,5.886988,5531
Ghost World,7.3,6.677155399,2921
Ghosts of Mars,4.9,4.521106352,2889
Ghosts of Mississippi,6.7,5.879009476,1401
Gigli,2.6,1.883636577,6587
Girl 6,5.3,5.74858379,6483
Girl with a Pearl Earring,6.9,6.274952341,62344
"Girl, Interrupted",7.3,6.616984399,4053
Girls Gone Dead,3.5,3.570171083,120580
Gladiator,8.5,7.642083507,3578
Glitter,2.4,2.337447963,126548
Glory,7.8,7.469749433,4052
Glory Road,7.2,6.555872046,37729
Go,7.2,6.650266412,4932
Gods and Generals,6.2,5.35462008,6186
Gods and Monsters,7.3,6.488401979,804
Godsend,4.8,3.661337695,67867
Going the Distance,6.3,5.649133795,1208
GoldenEye,7.2,6.624292998,10
Goldfinger,7.7,7.140320359,48678
Gone Girl,8.1,6.723580874,112556
Gone with the Wind,8.2,7.423512302,3504
Good Dick,6.3,5.305009644,69842
Good Luck Chuck,5.6,4.690474488,6695
"Good Night, and Good Luck.",7.4,6.603911769,94439
Good Will Hunting,8.3,7.421309101,54783
Gory Gory Hallelujah,4.1,6.447588629,32015
Gothika,5.8,5.132436063,6952
Grabbers,6.3,5.565739885,91688
Grace Unplugged,6.0,5.333925157,5440
Grace of Monaco,5.7,4.637278267,90624
Gracie,6.1,5.639132858,6811
Graduation Day,4.8,4.861828605,97792
Gran Torino,8.1,7.371284191,1961
Grandma's Boy,6.9,5.975804082,4678
Grave Encounters,6.1,5.137107013,38867
Gravity,7.7,6.610611406,104841
Grease,7.2,6.70055323,180
Green Lantern,5.5,4.66651263,87430
Green Zone,6.8,5.903632316,74795
Gremlins,7.3,7.043005932,2513
Gremlins 2: The New Batch,6.4,5.739897003,2004
Gridiron Gang,7.1,6.644684725,44613
Grindhouse,7.5,6.69230761,52281
Grown Ups,6.0,5.433605762,79134
Grown Ups 2,5.4,3.308121146,104218
Grudge Match,6.4,5.726434238,107702
Guardians of the Galaxy,8.0,7.139279304,112852
Guess Who,5.9,4.685027339,1343
Gulliver's Travels,4.9,3.760878036,2899
Gun Shy,5.6,4.679693887,5860
Gunless,6.4,6.621188459,118258
Hackers,6.2,4.990728198,170
Hairspray,6.7,5.969614408,2926
Half Baked,6.6,6.428097141,44709
Half Past Dead,4.6,3.542262977,7317
Hall Pass,5.9,3.983888113,85022
Halloween 4: The Return of Michael Myers,5.8,5.562080479,800
Halloween 5: The Revenge of Michael Myers,4.9,4.805746111,330
Halloween III: Season of the Witch,5.2,4.301410986,1042
Hamlet 2,6.3,5.309463992,47976
Hancock,6.4,5.525025068,60074
Hanging Up,4.9,3.733932233,3299
Hanna,6.7,5.635819027,2746
Hannah Montana: The Movie,4.7,3.846594948,56949
Hannibal Rising,6.1,5.729451314,50804
Hansel & Gretel: Witch Hunters,6.1,5.24718748,100163
Happily N'Ever After,4.5,3.624276897,50149
Happiness,7.7,6.465312731,44204
Happy Christmas,5.4,3.479099111,114760
Happy Feet,6.4,5.585442759,49274
Happy Feet Two,5.8,5.319931005,91386
Happy Gilmore,7.0,7.064535884,30894
"Happy, Texas",6.3,5.261558423,84189
Hard Rain,5.9,4.684200029,1752
Hardball,6.4,5.796573772,3440
Harley Davidson and the Marlboro Man,6.1,5.28175302,1399
Harper,6.8,6.093508757,6852
Harry Brown,7.2,6.682222259,55442
Harry Potter and the Chamber of Secrets,7.4,6.828146351,5816
Harry Potter and the Goblet of Fire,7.7,6.593128785,40815
Harry Potter and the Half-Blood Prince,7.6,6.190514924,69844
Harry Potter and the Order of the Phoenix,7.5,6.535643592,54001
Harry Potter and the Prisoner of Azkaban,7.9,6.9648617,8368
Harsh Times,6.8,5.877971506,3328
Hart's War,6.3,5.337095124,5107
Harvard Man,4.8,3.226721924,3424
Hatchet,5.7,5.13774669,55517
Haywire,5.8,4.972148462,3051
He Got Game,6.9,6.189454452,32289
He's Just Not That Into You,6.4,5.457883745,66203
Head of State,5.5,4.322852867,6265
Heartbeeps,4.3,3.243140002,109895
Heartbreakers,6.2,5.531762058,4228
Hearts in Atlantis,6.9,6.357155393,3638
Heaven's Gate,6.7,5.237928719,5184
Heavenly Creatures,7.3,6.620507028,60948
Heavy Metal,6.6,5.682960449,44694
Hedwig and the Angry Inch,7.7,7.40000651,2491
Heist,6.1,4.99668551,1711
Held Up,5.2,4.296483974,89194
Hell's Angels,7.3,6.802194674,105121
Hellboy,6.9,6.122245103,7373
Hellboy II: The Golden Army,7.0,6.187981806,57640
Henry V,7.5,6.792381472,7457
Her,8.0,6.958926047,3300
Hercules,6.0,5.110279861,1566
Here Comes the Boom,6.4,6.193245442,97836
Hereafter,6.5,5.260533077,81512
Hesher,6.9,6.058392631,1679
Hey Arnold! The Movie,5.9,5.009359563,104728
Hidalgo,6.7,6.339282918,7324
Hide and Seek,5.9,4.512137994,8970
High Anxiety,6.6,5.805594397,122490
High Crimes,6.4,5.515801191,5282
High Fidelity,7.4,6.447822169,1805
High Heels and Low Lifes,6.1,5.64888533,31114
High Plains Drifter,7.4,6.71389446,105213
High School Musical,5.6,4.850883711,69379
High School Musical 2,5.2,4.407055163,441
High School Musical 3: Senior Year,5.0,4.448382728,76085
Higher Ground,6.2,4.992536442,2531
Highway,6.1,5.365480269,74671
History of the World: Part I,6.8,6.203519009,72129
Hitch,6.6,5.861184918,31685
Hobo with a Shotgun,6.1,5.490616093,94893
Hocus Pocus,6.9,6.554593088,100527
Hoffa,6.6,5.879702544,4889
Holes,7.0,6.876251258,8531
Hollow Man,5.9,4.968374786,3826
Hollywood Homicide,5.3,4.423595346,6484
Hollywood Shuffle,6.9,6.248650002,4116
Holy Man,5.0,4.362164042,2306
Holy Motors,7.0,5.992881187,6193
Home,6.5,5.996921379,69529
Home Alone 2: Lost in New York,6.9,6.110979251,2600
Home for the Holidays,6.6,5.820971745,31687
Home on the Range,5.4,4.140231612,7374
Homefront,6.5,5.719638856,4248
Hook,6.8,6.363325633,3489
Hop,5.4,4.596645142,86059
Hope Floats,6.0,4.939593289,59258
Hope Springs,6.3,5.500558934,34
Horrible Bosses,6.9,6.211226871,4232
Horrible Bosses 2,6.3,5.263671668,117590
Hostage,6.5,6.008411615,32029
Hostel,5.9,4.657198463,73587
Hostel: Part II,5.5,4.18760077,44195
Hot Pursuit,5.1,4.064425516,96417
Hot Rod,6.7,5.713700683,2143
Hot Tub Time Machine,6.4,5.460669251,76077
Hotel Transylvania,7.0,6.448699185,97225
Hotel for Dogs,5.5,4.413285208,66304
House Party 2,5.3,5.72545955,3967
House at the End of the Street,5.5,4.471514478,7383
House of 1000 Corpses,6.0,4.976620299,2812
House of Wax,5.5,4.59408394,393
House on Haunted Hill,5.6,4.467068178,1270
Housebound,6.7,6.68276036,72718
How Do You Know,5.4,4.069425301,82499
How Stella Got Her Groove Back,5.7,4.777398673,61705
How to Lose Friends & Alienate People,6.4,5.197410979,1730
How to Lose a Guy in 10 Days,6.5,5.579711619,6155
How to Train Your Dragon,8.1,7.501086418,76093
How to Train Your Dragon 2,7.8,6.962119843,112175
Howard the Duck,4.7,3.851827124,78266
Howards End,7.4,6.942654453,3909
Hud,7.8,7.490908286,2533
Hudson Hawk,5.7,4.538465104,7000
Hugo,7.5,6.934513087,90866
Hulk,5.6,4.555555404,6534
Human Traffic,7.1,6.605367921,112552
Hurricane Streets,6.4,6.368178645,1659
Hustle & Flow,7.3,6.408441868,89102
I Am Legend,7.2,6.148901938,56174
I Am Number Four,6.1,5.672648315,85056
I Am Sam,7.6,7.054948429,1293
I Don't Know How She Does It,5.0,3.749681857,3511
I Dreamed of Africa,5.5,4.085705494,98054
I Got the Hook Up,4.1,3.125802503,2178
I Heart Huckabees,6.5,5.261608249,106785
I Hope They Serve Beer in Hell,5.2,3.753997452,81791
"I Love You, Don't Touch Me!",5.2,4.411791455,1850
"I Love You, Man",7.0,6.171052761,67087
I Love Your Work,5.1,3.557550283,2584
I Spit on Your Grave,6.2,4.692025411,4903
I Spy,5.4,4.379710437,5803
I Still Know What You Did Last Summer,4.8,4.323637446,6188
I Want Someone to Eat Cheese With,6.1,4.871738557,4725
"I, Frankenstein",5.1,3.884268219,108689
"I, Robot",7.1,6.169671779,8644
Ice Age,7.5,7.375972206,5218
Ice Age: Dawn of the Dinosaurs,6.9,6.604904359,69644
Ice Princess,6.0,5.233530062,106841
Ida,7.4,6.642970294,3671
Identity,7.3,6.625081998,7360
Identity Thief,5.7,4.5722252,1371
Idiocracy,6.5,5.667751065,1054
If I Stay,6.7,5.583403607,2302
Igby Goes Down,6.8,5.902894467,1224
Illuminata,6.0,5.596458481,56389
Imaginary Heroes,7.0,6.330387885,91571
Imagine Me & You,6.8,6.104655418,127182
Imagine That,5.6,5.549440221,69304
Immortals,6.0,5.247261925,90888
Impostor,6.1,5.217799161,5046
In & Out,6.4,6.372867187,34332
In Cold Blood,7.9,7.236421611,3017
In Dreams,5.5,4.029350953,2549
In Good Company,6.5,5.518982801,102033
In Time,6.7,5.59319956,62394
In Too Deep,6.2,6.132263181,127198
In the Bedroom,7.4,6.417810428,2532
In the Company of Men,7.1,6.25861436,1594
In the Cut,5.4,3.623460288,639
In the Heart of the Sea,6.9,6.050356271,117466
In the Land of Women,6.4,5.477242304,1097
In the Name of the King: A Dungeon Siege Tale,3.8,3.031501556,57326
In the Shadow of the Moon,8.0,7.597410298,127196
In the Valley of Elah,7.2,6.099086012,4203
Incendies,8.3,7.361215562,96917
Inception,8.8,7.368320712,79132
Incident at Loch Ness,6.4,5.794865237,8688
Indiana Jones and the Kingdom of the Crystal Skull,6.2,5.444962503,59615
Indiana Jones and the Last Crusade,8.2,7.976212278,1291
Indiana Jones and the Temple of Doom,7.5,6.229761937,588
Indie Game: The Movie,7.6,6.867986323,98122
Inescapable,5.1,4.425653029,27537
Inglourious Basterds,8.4,7.2804687,68157
Inherent Vice,6.6,5.744416788,6245
Inkheart,6.1,5.234872627,65685
Inside Deep Throat,6.7,6.208811161,85790
Inside Job,8.2,6.954799956,33880
Inside Llewyn Davis,7.4,6.215101148,8951
Inside Man,7.6,6.353787728,44199
Insidious,6.8,6.062502839,233
Insidious: Chapter 2,6.6,5.8296926,1286
Insomnia,7.2,6.288521854,1889
Inspector Gadget,4.2,2.693883475,2720
Instinct,6.5,5.715520668,2676
Interstellar,8.7,7.881364024,109487
Into the Blue,5.9,4.868867672,37853
Into the Storm,5.8,5.068439004,111314
Into the Wild,8.1,7.168203244,51931
Into the Woods,5.9,4.351195722,8580
Intolerable Cruelty,6.3,5.063876049,6873
Invaders from Mars,5.5,5.234696451,48704
Invasion U.S.A.,5.4,5.054327536,6055
Invictus,7.3,6.735371953,72733
Iris,7.0,6.320562488,4641
Iron Man,7.9,6.606940618,59315
Iron Man 2,6.9,6.514365458,77561
Iron Man 3,7.1,5.841716143,102125
Ironclad,6.1,5.216701296,89327
Ishtar,4.7,3.491487456,4123
It Happened One Night,8.1,6.964106043,905
It's All Gone Pete Tong,7.2,6.552563096,2275
It's Complicated,6.5,5.487189617,73015
It's Kind of a Funny Story,7.1,6.049228974,2280
It's a Wonderful Life,8.6,8.008729523,98975
J. Edgar,6.5,5.651341701,8981
JFK,8.0,6.867204088,3386
Jack Brooks: Monster Slayer,5.9,4.870461699,1815
Jack Reacher,7.0,6.273511498,99112
Jack Ryan: Shadow Recruit,6.2,5.298811795,108188
Jack and Jill,3.3,1.956679419,90890
Jack the Giant Slayer,6.3,5.321778078,101025
Jackass 3D,7.0,6.110225178,3253
Jackass Number Two,7.0,6.284373564,62912
Jackass: The Movie,6.6,5.833110332,39446
Jade,5.3,4.806163981,132
Jarhead,7.0,5.853408206,40278
Jawbreaker,5.7,4.96457262,2932
Jaws 2,5.8,4.847183284,81156
Jaws: The Revenge,3.0,2.637468675,92008
Jay and Silent Bob Strike Back,6.8,5.775052877,2702
Jeepers Creepers,6.2,5.009128595,104
Jeepers Creepers 2,5.7,5.141247059,6266
"Jeff, Who Lives at Home",6.4,5.942872642,53550
Jerry Maguire,7.3,6.348667031,1393
Jersey Boys,6.8,6.3628121,112316
Jersey Girl,6.2,5.520872627,4941
Jesus' Son,6.9,5.903456769,215
Jimmy Neutron: Boy Genius,6.1,5.103579422,6615
Jindabyne,6.3,5.130699733,57236
Jingle All the Way,5.7,4.918875311,1359
Joe Dirt,6.0,4.619200942,97986
Joe Somebody,5.5,5.458667288,4991
John Carter,6.6,6.259350984,93363
John Q,7.1,6.638637368,5108
Johnny English,6.3,6.117278257,6550
Johnny English Reborn,6.3,6.085522962,90522
Johnny Suede,5.8,5.975970918,26775
Jonah Hex,4.7,4.118435254,78467
Josie and the Pussycats,5.6,4.822250632,4734
Journey 2: The Mysterious Island,5.7,4.70519665,92681
Journey to the Center of the Earth,5.8,5.031974537,6239
Joy Ride,6.6,5.806725254,106920
Joyful Noise,5.7,4.842168601,1620
Judgment at Nuremberg,8.3,7.644583361,4190
Julia,7.1,6.648410257,5285
Julie & Julia,7.0,6.361749939,70293
Jumper,6.1,4.88393098,58025
Jumping the Broom,5.7,4.963112841,58047
Juno,7.4,6.031792594,74948
Jupiter Ascending,5.3,3.772410989,113345
Jurassic Park,8.2,7.697840651,480
Jurassic Park III,5.9,5.31169707,4638
Just Go with It,6.4,5.410025379,85367
Just Like Heaven,6.7,6.54796172,36525
Just Looking,6.7,6.878886991,84262
Just Married,5.5,4.355568901,2519
Just My Luck,5.5,4.637803928,3956
Just Visiting,5.7,4.867413188,4240
Just Wright,5.9,5.440970498,2331
K-19: The Widowmaker,6.7,5.640650643,5479
K-PAX,7.4,7.089569452,4874
Kangaroo Jack,4.5,4.064330157,6013
Kate & Leopold,6.4,6.022684347,4992
Keeping Up with the Steins,5.4,5.209510686,68237
Keeping the Faith,6.4,5.740330738,40819
Kevin Hart: Let Me Explain,6.7,5.961083588,3467
Kick-Ass,7.6,6.73869411,54276
Kick-Ass 2,6.5,5.876424867,62113
Kicking & Screaming,5.6,4.987538329,33495
Kids,7.0,5.599136031,954
Kill Bill: Vol. 1,8.2,7.015286347,6874
Kill Bill: Vol. 2,8.0,6.906402753,7438
Kill the Messenger,6.9,6.261310241,26737
Killer Elite,6.4,5.759020817,89840
Killer Joe,6.7,5.320636445,5994
Killers,5.5,4.605893411,78041
Killing Zoe,6.4,5.435761893,1965
Kindergarten Cop,6.2,6.127387118,2396
King Kong,7.2,6.288613653,2366
King's Ransom,4.4,3.885389671,327
Kingdom of Heaven,7.3,6.449053988,33162
Kingdom of the Spiders,5.7,4.852152395,6848
Kingpin,6.9,6.668619495,4254
Kinsey,7.1,5.838295026,5294
Kiss of Death,5.9,5.564707865,259
Kiss of the Dragon,6.6,6.131261506,5401
Kiss the Bride,5.6,3.816466926,32074
Kiss the Girls,6.6,5.885132112,5415
Kissing Jessica Stein,6.5,5.894657117,175
Kit Kittredge: An American Girl,6.5,6.375092482,129428
Kites,6.0,4.783090473,41
Knight and Day,6.3,5.642883243,79185
Knock Off,4.9,3.903855845,71573
Knocked Up,6.9,5.790861515,7570
Knowing,6.2,5.076508089,67197
Krull,6.1,6.000151179,3898
Krush Groove,6.4,5.65076477,2180
Kundun,7.0,6.300083682,4735
Kung Fu Panda,7.6,7.072733071,59784
Kung Fu Panda 2,7.3,6.764747403,87222
Kung Pow: Enter the Fist,6.2,5.019731856,3425
L.A. Confidential,8.2,7.725829743,32298
LOL,4.4,2.673956841,63436
Ladder 49,6.5,5.663200534,8908
Lady in the Water,5.5,4.505387954,45730
Ladyhawke,6.9,6.71135996,3048
Lake Placid,5.8,5.060147344,5377
Lake of Fire,8.1,6.99077853,65155
Lakeview Terrace,6.2,5.552917641,50798
Land of the Lost,5.3,3.677983561,69278
Lara Croft: Tomb Raider,5.8,4.390847903,4367
Larry Crowne,6.1,5.320427937,1681
Last Action Hero,6.5,5.963436334,485
Last Holiday,6.6,6.392433296,42732
Last Orders,6.9,6.62500825,66200
Last Vegas,6.6,6.142701985,6323
Law Abiding Citizen,7.4,5.668934329,71838
Laws of Attraction,5.9,4.539156775,36519
Layer Cake,7.3,6.158230543,90531
Leap Year,6.4,5.757407166,63479
Leatherheads,6.0,5.158401702,58839
Leaving Las Vegas,7.5,6.609019954,5015
Legal Eagles,6.0,5.047849539,6308
"Legally Blonde 2: Red, White & Blonde",4.8,3.536004957,4014
Legend,6.9,6.34755612,5573
Legend of the Guardians: The Owls of Ga'Hoole,6.9,6.223614291,80615
Legends of Oz: Dorothy's Return,5.0,3.589066446,111439
Legends of the Fall,7.5,6.95561282,70334
Legion,5.3,4.208544556,4027
Let Me In,7.1,6.279791175,70361
Let's Go to Prison,5.9,4.808815709,2179
Let's Kill Ward's Wife,5.4,4.691851185,90057
Lethal Weapon 3,6.7,6.186910528,94965
Lethal Weapon 4,6.6,6.00795941,1918
Letters to God,6.2,5.550962257,114670
Letters to Juliet,6.5,5.906770213,55052
Liar Liar,6.9,6.616389617,1485
Licence to Kill,6.7,6.244316849,2990
License to Wed,5.3,4.20697067,65682
Life During Wartime,6.4,5.272176307,6223
Life of Pi,7.9,7.037383981,97938
Life or Something Like It,5.8,5.107391652,5324
Lifeforce,6.1,5.268705951,110453
Light Sleeper,6.9,6.468672911,1845
Lights Out,6.3,6.086147672,5785
Like Crazy,6.6,5.71733986,91079
Like Mike,5.4,5.055676656,1373
Lilo & Stitch,7.3,6.74498071,5444
Limbo,7.0,6.224457295,105954
Lincoln,7.3,6.720000184,98154
Little Black Book,5.3,3.973683842,84613
Little Fockers,5.5,3.748061349,82852
Little Man,4.5,3.35000927,46865
Little Miss Sunshine,7.8,6.625889165,2100
Little Nicky,5.3,3.700519546,3979
Little Shop of Horrors,7.1,6.927015382,3104
Little Voice,7.0,6.421057341,8275
Live Free or Die Hard,7.1,6.529171738,53972
Live and Let Die,6.7,6.56180196,6040
Living Out Loud,6.5,6.077022485,47200
Lockout,6.0,5.516171529,90576
Logan's Run,6.8,6.263245098,163
Lolita,7.5,6.718517431,2025
London,6.3,5.437412976,128832
Lone Star,7.4,6.902628933,8874
Lone Survivor,7.5,6.184954481,107069
Lone Wolf McQuade,6.3,5.582001329,3543
Lonesome Jim,6.5,5.709816717,40887
Looney Tunes: Back in Action,5.8,4.979313246,6946
Looper,7.4,6.511537556,99007
Lord of War,7.6,6.916266928,36529
Lords of Dogtown,7.1,6.360858524,2377
Loser,5.3,4.482021995,8835
Losin' It,4.9,5.706668649,90376
Lost Souls,4.8,3.744965554,55272
Lost in Space,5.2,4.01500947,1831
Lost in Translation,7.7,6.608895129,968
Love Actually,7.6,7.084965482,6942
Love Jones,7.3,7.774959819,91134
Love Letters,5.8,5.987712907,80260
Love Ranch,5.6,5.655109192,2237
Love Stinks,5.7,4.80585618,1449
